Broj upisnog lista;Naziv kazalista;Telefon kazalista;Fax kazalista;Email kazalista;Zupanija;Grad;Adresa kazalista;Status kazalista;Web kazalista;Naziv osnivaca kazalista;Zupanija osnivaca;Grad osnivaca;Adresa osnivaca;Naziv pravne osobe;Zupanija pravne osobe;Grad pravne osobe;Adresa pravne osobe;Tel pravne osobe;Fax pravne osobe;Email pravne osobe;Broj akta o osnivanju;Datum osnivanja akta;Broj statuta;Datum statuta;Broj upisa u registar;Datum upisa u registar;Intendant ravnatelj;Broj akta o imenovanju;Datum imenovanja intendanta;Popis članova;Napomena;
KAZ-039/1;Umjetnička organizacija Glumačka družina Histrion;01/ 54 96 386, 01/ 54 96 387;01/ 54 96 397;histrion@histrion.hr;Grad Zagreb;Grad Zagreb;Ilica 90;Umjetnička organizacija;www.histrion.hr;Zlatko Vitez, Borislav Vujčić;Grad Zagreb;Grad Zagreb;Preradovićeva 24;;;;;;;;;29.7.1996. 0:00:00;;31.7.1996. 0:00:00;Reg. br. 2;6.11.1996. 0:00:00;Zlatko Vitez;Rješenjem MK Klasa: UP/I -612-01/96-01-193 od 06.11.1996.;6.11.1996. 0:00:00;Oldukom od 13.10.2010. novi članovi u.o.:  Zoran Mužić,  Branka Cvitković,  Ivan Goran Vitez;Izmjene:   Odluka o promjeni sjedišta i članova umjetničke organizacije te izmjena Statuta.(18.10.2010.);
KAZ-086;Multimedijalna radionica Kernel;01/3705848;01/3705848;mmrkernel@mmrkernel.com;Grad Zagreb;Grad Zagreb;Nad lipom 18;Umjetnička organizacija;;Srećko Borse, Hrvoje Rupčić;Grad Zagreb;Grad Zagreb;Nad lipom 18, Zagreb, Kustošijanski venec-odvojak 22, Zagreb,;;;;;;;;Odluka;23.4.1999. 0:00:00;Statut;23.4.1999. 0:00:00;56;30.4.1999. 0:00:00;Srećko Borse;UP/I-612-01/99-01-11;30.4.1999. 0:00:00;;;
KAZ-087;IGRALIŠTE;;;;Grad Zagreb;Grad Zagreb;Tratinska 53/2;Umjetnička organizacija;;Lana Barić, Frano Đurović;Grad Zagreb;Grad Zagreb;Tratinska 53/2;;;;;;;;Odluka;11.10.2009. 0:00:00;Statut;11.10.2009. 0:00:00;248;27.10.2009. 0:00:00;Lana Barić;UP/I-612-01/09-01/0022;27.10.2009. 0:00:00;;;
KAZ-089;Umjetnička organizacija "Tragači";098/909 79 27;;tragaci.zg@gmail.com;Grad Zagreb;Grad Zagreb;Borongajska cesta 82;Umjetnička organizacija;;Jelena Hadži-Manev, Maja Jakoliš;Grad Zagreb;Grad Zagreb;Borongajska cesta 82, Zagreb, P. Preradovića 26, Šibenik;;;;;;;;;12.11.2009. 0:00:00;;12.11.2009. 0:00:00;256;11.1.2010. 0:00:00;Jelena Hadži-Manev;UP/I-612-01/10-01/0001;2.7.2015. 0:00:00;;Rješenje o upisu promjena u Registar umjetničkih organizcija od 2.7. 2015. : izmjena naziva, sjedišta, osnivača i djelatnosti. ;
KAZ-122;Budilica d.o.o;22946 244 , 098/934 13 84;;;Grad Zagreb;Grad Zagreb;Meraška 6;Trgovačko društvo;;Daniela Totić;Grad Zagreb;Grad Zagreb;Meraška 6;;;;;;;;OU-56/2012;10.4.2012. 0:00:00;;;MBS. 080795772, Tt-12/6309-3;7.4.2012. 0:00:00;Daniela Totić;;;Daniela Totić, SSs, odgajatelj-lutkar;;
KAZ-125;Umjetnička organizacija 21.:21;01/24 30 686;;xenzec@gmail.com;Grad Zagreb;Grad Zagreb;Filipovićeva 31;Umjetnička organizacija;;Pertra Hrašćanec Herceg, Ksenija Zec;Grad Zagreb;Grad Zagreb;Trg bana Jelačića 7, Zagreb, Filipovićeva 31, Zagreb;;;;;;;;;2.5.2012. 0:00:00;;15.5.2012. 0:00:00;305;15.6.2012. 0:00:00;Petra Hrašćanec Herceg;MK: UP/I-612-01/12-01/0012;15.6.2012. 0:00:00;;;
KAZ-049/1;Kazališna družina GRABANCIJAŠ TEATAR;091/ 59 15 078;01/ 30 98 307;grabancijas.teatar@gmail.com;Grad Zagreb;Grad Zagreb;Gundulićeva 54;Umjetnička organizacija;;Vojin Perić , Nenad Lalović;Grad Zagreb;Grad Zagreb;Ostrovička 9, Zagreb;;;;;;;;Odluka o osnivanju;8.9.2004. 0:00:00;;8.9.2004. 0:00:00;Reg. broj 173;26.1.2007. 0:00:00;Nenad Lalović;Rješenjem MK Klasa: UP/I-612-01/07-01/0003;12.10.2012. 0:00:00;;Izmjena: prijenos osnivačkih prava i odgovorna osoba umjetničke organizacije;
KAZ-100;Umjetnička organizacija "KAZALIŠTE MORUZGVA";098/ 303 165;;ecija.ojdanic@zg.t-com.hr;Grad Zagreb;Grad Zagreb;Bulićeva 9;Umjetnička organizacija;;Ecija Ojdanić, Ivan Leo Lemo;Grad Zagreb;Grad Zagreb;Bulićeva 9, Zagreb, Draškovićeva 52, Zagreb;;;;;;;;Odluka;25.1.2011. 0:00:00;;25.1.2011. 0:00:00;279;24.2.2011. 0:00:00;Ecija Ojdanić;Klasa: UP/i-612-01/11-01/0004;24.2.2011. 0:00:00;;;
KAZ-101;Umjetnička organizacija "ActLab";091/1890 851;;jelejuli@gmail.com;Grad Zagreb;Grad Zagreb;Gospočak 80;Umjetnička organizacija;;Jelena Vukmirica Makovičić, Željko Vukmirica;Grad Zagreb;Grad Zagreb;Gospočak 80, Zagreb, Badalićeva 26, Zagreb;;;;;;;;;23.3.2004. 0:00:00;;12.3.2004. 0:00:00;164;23.3.2004. 0:00:00;Jelena Vukmirica Makovičić;UP/I-612-01/04-01/07;28.3.2011. 0:00:00;;Rješenjem MK: UP/I-612-01/04-01/07 prenijeta su osnivačka prava sa Dražena Bratulića na Jelenu Vukmiricu Makovičić. ;
KAZ-006/1;OFF THEATER BAGATELLA;01/ 61 70 423;01/ 61 70 423;;Grad Zagreb;Grad Zagreb;Bednjanska 13;Umjetnička organizacija;;Marko Mikulandra, Ivica Pucar;Grad Zagreb;Grad Zagreb;Bednjanska 13, Zagreb, Pavlinski put 5f, Zagreb;;;;;;;;;8.1.1988. 0:00:00;;31.7.1996. 0:00:00;4;22.11.1996. 0:00:00;Marko Mikulandra;Rješenjem MK Klasa: UP/I-612-01/11-01-0001;28.1.2011. 0:00:00;;Rješenjem MK od 28.1. 2011. prijenos osnivačkih prava sa Slavice Maras i Nade Gačešić-Livaković na Marka Mikulandru i Ivicu Pucara, izmjena statuta. ;
KAZ-115;SVIJET LUTAKA d.o.o.;01/ 389 68 63;;ivka.babic@gmail.com;Grad Zagreb;Grad Zagreb;Vlahe Stulića 20;Trgovačko društvo;;Maja Babić;Grad Zagreb;Grad Zagreb;Vlahe Stulića 20;;;;;;;;OU-18/12-1;1.2.2012. 0:00:00;;;080788023 tT-12/1897-2;6.2.2012. 0:00:00;Maja Babić;;;Ivka Babić, SSs, odgajatelj-lutkar;;
KAZ-116;"HIT TEATAR";;;;Grad Zagreb;Grad Zagreb;Vrbani 17;Umjetnička organizacija;;Matea Elezović, Matko Elezović;Grad Zagreb;Grad Zagreb;Vrbani 17;;;;;;;;;1.2.2012. 0:00:00;;1.2.2012. 0:00:00;278;8.2.2012. 0:00:00;Matea Elezović;Klasa MK: UP/I-612-01/11-01/0002;8.2.2012. 0:00:00;;;
KAZ-117;BINOCULAR TEATAR;091/ 520 59 36;;borna.armanini@gmail.com;Grad Zagreb;Grad Zagreb;Šubićeva 26;Umjetnička organizacija;;Borna Armanini, Morana Foretić;Grad Zagreb;Grad Zagreb;Šubićeva 26, Zagreb, Kralja Zvonimira 1, Zagreb;;;;;;;;Odluka;12.12.2011. 0:00:00;;12.12.2011. 0:00:00;297;16.1.2012. 0:00:00;Borna Armanini;Rješenje MK: UP/i-612-01/11-01/02;16.1.2012. 0:00:00;;;
KAZ-118;MAK TEATAR;01/23 33 331, 091/ 23 33 331;01/23 33 331;info@makteatar.hr;Grad Zagreb;Grad Zagreb;Lucijana Vranjanina 18;Trgovačko društvo;www.makteatar.hr;Ivica Krakić;Grad Zagreb;Grad Zagreb;Lucijana Vranjanina 18;;;;;;;;;30.1.2012. 0:00:00;;30.1.2012. 0:00:00;080787220, Tt-12/397-2;15.2.2012. 0:00:00;Ivica Krakić;;15.2.2012. 0:00:00;Natalija Krakić (srednja Škola suvremenog plesa Ana Maletić),  Leonardo Krakić (srednja Škola suvremenog plesa Ana Maletić),   Endi Krakić (Glazbena škola Zlatka Balokovića).;;
KAZ-167;Kotar teatar;095/5134868;;info@kotarteatar.com;Primorsko-goranska;Delnice;Kuželj 10;Umjetnička organizacija;;Matija Kezele, Marija Kolb, Silvio Vovk;Grad Zagreb;Grad Zagreb;Čakovečka 17, Zagreb, Ivšićev prilaz, Zagreb, B. Magovca 109, Zagreb;;;;;;;;Odluka;28.5.2012. 0:00:00;;28.5.2012. 0:00:00;304;15.6.2012. 0:00:00;Matija Kezele;UP-I/612-01/12-0//0013;15.6.2012. 0:00:00;;Izmjene: promjena adrese sjedišta umjetničke organizacije (11.2. 2014.).;
KAZ-095;Točka na i;098/178 50 55;;tocka.tockanai@gmail.com;Grad Zagreb;Grad Zagreb;Hrgovići 87;Umjetnička organizacija;;Iva Srnec, Ivana Zanjko;Grad Zagreb;Grad Zagreb;Hrgovići 87, Kauzlarićev prilaz 2,;;;;;;;;Odluka OV-5696/10;1.6.2010. 0:00:00;Statut;1.6.2010. 0:00:00;265;14.6.2010. 0:00:00;Iva Srnec;Klasa: UP/I-612-01/10-01/0020;14.6.2010. 0:00:00;;;
KAZ-007;ZAGREBAČKO GRADSKO KAZALIŠTE "KOMEDIJA";01/ 48 13 200, 01/ 48 12 185, 01/ 48 52 565;01/ 48 12 179;komedija@komedija.hr;Grad Zagreb;Grad Zagreb;Kaptol 9;Ustanova;www.komedija.hr;Grad Zagreb;Grad Zagreb;Grad Zagreb;Trg Stjepana Radića 1;Zagrebačko gradsko kazalište ;Grad Zagreb;Grad Zagreb;Kaptol 9;;;;Klasa: 612-03/92-01/94, Ur.broj: 251-11-04-92-2;8.4.1992. 0:00:00;Ur.broj: 181/2007;30.3.2007. 0:00:00;Fi-8159/93, rješenje Okružnog privrednog suda u Zagrebu;5.5.1993. 0:00:00;Nikola Pavlović;Klasa: 612-03/05-02/23, Ur.broj: 251-01-04-06-6, rješenje Gradske skupštine grada Zagreba;11.2.2006. 0:00:00;Zvonko Festini - VSS, kazališni redatelj - predsjednik  Vinko Brešan - VSS, filmski redatelj  Richard Simonelli - VSS, ak. glumac  imenovani Odlukom Skupštine Grada Zagreba od 18.05.2007. te:    Nada Abrus - VSS, ak. glumica - zamjenica predsjednika  Luko Stanović - VSS, ak. muzičar-klarinetista  izabrani na izborima održanim dana 16.05.2007.;Upis u Registar:  Rješenje Trgovačkog suda u Zagrebu Tt-98/89-2 od 05.05.1998. i   Rješenje o dopunama rješenja Tt-98/3253-2 od 20.07.1998.;
KAZ-009;Umjetnička organizacija Grupa Kugla;01/ 29 32 098;;kugla@zamir.net;Grad Zagreb;Grad Zagreb;Vareška 19;Umjetnička organizacija;;Damir Bartol i Željko Uremović;Grad Zagreb;Grad Zagreb;Vareška 19;;;;;;;;Odluka o osnivanju;25.11.1997. 0:00:00;;25.11.1997. 0:00:00;Reg. br. 42;18.2.1998. 0:00:00;Damir Bartol;Rješenjem MK Klasa: UP/I-612-01/47-01-1173;18.2.1998. 0:00:00;;;
KAZ-010;Teatar GAVRAN;01/ 23 46 068;;info@teatar-gavran.hr;Grad Zagreb;Grad Zagreb;Dugi dol 58 c;Umjetnička organizacija;www.teatar-gavran.hr;Miro Gavran i Mladenka Dervenkar-Gavran;Grad Zagreb;Grad Zagreb;Dugi dol 58 c;;;;;;;;Odluka o osnivanju;12.7.2002. 0:00:00;;12.7.2002. 0:00:00;Reg. broj 125;14.8.2002. 0:00:00;Miro Gavran;Rješenje MK UP/I-612-01/02-01-20;14.8.2002. 0:00:00;;;
KAZ-255;Kazališna družina LUDA KUĆA   ;01/4008121;;ludiliste@ludakuca.hr;Grad Zagreb;Grad Zagreb;Ulica kralja Zvonimira 63;Trgovačko društvo;https://www.ludakuca.hr;Rene Bitorajac, Branko Đurić;Grad Zagreb;Grad Zagreb;Ulica kralja Zvonimira 63;LUDA KUĆA d.o.o.;Grad Zagreb;Grad Zagreb;Ulica kralja Zvonimira 63;;;ludiliste@ludakuca.hr;Tt-21/54403-4;1.2.2022. 0:00:00;;;Tt-21/54403-4;1.2.2022. 0:00:00;Rene Bitorajac;;22.2.2022. 0:00:00;;Kazališna družina LUDA KUĆA posebna je ustrojstvena jedinica u sklopu pravne osobe- trgovačko društvo LUDA KUĆA d.o.o.  Ravnatelj Kazališne družine je Rene Bitorajac;
KAZ-256;Kazališna družina OvoOno     ;091/9248809;;trupaovono@gmail.com;Grad Zagreb;Grad Zagreb;Višnjica 19;Umjetnička organizacija;;Katarina Krešić, Dražen Krešić, Ana Čorić;Grad Zagreb;Grad Zagreb;Višnjica 19;Umjetnička organizacija OvoOno;Grad Zagreb;Grad Zagreb;Višnjica 19;;;;;15.2.2022. 0:00:00;;15.2.2022. 0:00:00;570;11.4.2022. 0:00:00;Katarina Krešić;KLASA: UP/I-611-09/22-01/0006;11.4.2022. 0:00:00;;Kazališna družina OvoOno je posebna ustrojstvena jedinica u sklopu pravne osobe Umjetnička organizacija OvoOno. Ravnateljica Kazališne družine je Katarina Krešić.;
KAZ-024/3;Umjetnička organizacija Kazališna družina "Smješko"   ;01/ 37 04 377;;kazaliste-smjesko@inet.hr;Grad Zagreb;Grad Zagreb;Prilaz Gjure Deželića 76;Umjetnička organizacija;www. kazaliste-smjesko.hr;Suzy Švelić Škevin, Helena Kalinić;Grad Zagreb;Grad Zagreb;;;;;;;;;;24.11.2000. 0:00:00;;24.11.2000. 0:00:00;87;12.3.2007. 0:00:00;Suzy Švelić Škevin;Klasa: UP/I-612-01/07-01/0026;3.10.2022. 0:00:00;;Izmjene: prijenos osnivačkih prava i odgovorna osoba ;
KAZ-019;Teatar EXIT ;01/ 37 04 120;01/ 37 07 626;teatar-exit@zg.t-com.hr;Grad Zagreb;Grad Zagreb;Ilica 208;Umjetnička organizacija;www.teatarexit.hr;Matko Raguž i Pavlica Bajsić;Grad Zagreb;Grad Zagreb;Mije Šilobod Bolšića 3;;;;;;;;;1.9.2000. 0:00:00;;1.9.2000. 0:00:00;Klasa: UP/I-612-01/00-01-25, Reg. broj: 79;25.10.2000. 0:00:00;Matko Raguž;Rješenjem Ministarstva kulture RH Klasa: UP/I-612-01/00-01-25, Ur.broj: 532-03-3/14-00-01;;;;
KAZ-020;Epilog teatar;01/ 66 09 272;01/ 66 09 272 ;et@epilog-teatar.hr;Grad Zagreb;Grad Zagreb;Božidara Magovca 17;Ustanova;www.epilog-teatar.hr;Davorka Juravić i Davor Juravić;Grad Zagreb;Grad Zagreb;Drage Stipca 8;;;;;;;;;30.9.1995. 0:00:00;;30.9.1995. 0:00:00;Upis u sudski registar ustanova Trgovačkog suda u Zagrebu pod brojem 95/3129-2;23.1.1996. 0:00:00;Davorka Juravić;;30.9.1995. 0:00:00;;;
KAZ-021;Lutkarski studio Kvak;01/ 38 42 845, 091/ 79 04 878;;info@kvak.hr;Grad Zagreb;Grad Zagreb;Baščanska 6;Umjetnička organizacija;;Vlasta Pokrivka i Zlata Vucelić;Grad Zagreb;Grad Zagreb;Baščanska 6, Zagreb i Preradovićeva 13, Samobor;;;;;;;;Odluka o osnivanju;5.12.2002. 0:00:00;NN 43/96 i 44/96;5.12.2002. 0:00:00;Reg. br. 137;17.12.2002. 0:00:00;Vlasta Pokrivka;Rješenjem MK Klasa: UP/I - 612-01/02-01-35;17.12.2002. 0:00:00;;;
KAZ-026;TRIKO CIRKUS TEATAR;01/625 04 14;;;Grad Zagreb;Grad Zagreb;Cerjani 19, Gornji Trpuci, 10253 Donji Dragonožec;Umjetnička organizacija;;Iva Peter-Dragan, Damir Horvat;Grad Zagreb;Grad Zagreb;Cerjani 19, Gornji Trpuci, 10253 Donji Dragonožec, Zagreb, Petra i Tome Erdodyija 17, Zagreb;;;;;;;;Odluka o osnivanju;11.11.2011. 0:00:00;;11.11.2011. 0:00:00;294;21.11.2011. 0:00:00;Iva Peter-Dragan;Rješenjem MK Klasa: UP/I-612-01/11-01-0021;21.11.2011. 0:00:00;;;
KAZ-030/20;Hrvatsko narodno kazalište u Zagrebu                     ;01/ 48 88 400;01/ 48 88 404;uredintendantice@hnk.hr;Grad Zagreb;Grad Zagreb;Trg Republike Hrvatske 15;Ustanova;www.hnk.hr;Suosnivači HNK su Republika Hrvatska s udjelom 51% i Grad Zagreb s udjelom 49%;Grad Zagreb;Grad Zagreb;;;;;;;;;395-1954;20.2.1954. 0:00:00;6000/1;3.9.2019. 0:00:00;Fi-661/2, MBS: 080217297, broj registarskog uloška registarskog suda 1-18172;3.2.1992. 0:00:00;dr. sc. Iva Hraste Sočo;KLASA: UP/I-080-02/21-01/148;1.9.2022. 0:00:00;Vedrana Klepica, dramaturginja, 22. 12.2021.  Žana Not, viša stručna savjetnica za kazališnu i plesnu djelatnost, 25.1.2024.  Marica Mikec, dipl. iur, glavna tajnica Ministarstva, 30.7.2021.  Martina Gojčeta Silić, red. prof. art, prodekanica Muzičke akademije Zagreb, 20.12.2021.  Saša Ivaci, pjevač opernog zbora, 27.2.2023.,  Tomislav Petranović, solist baleta-nacionalni prvak, 23.1.2024.  ;Izmjene: dva člana Kazališnog vijeća,   Prethodne izmjene: imenovanje intendantice i  članova Kazališnog vijeća.    Osnivanje kazališta: Kazalište osnovano 24.11.1860., od 1861. Kazalište postaje državnom institucijom, Rješenje Narodnog odbora Grada Zagreba od 5.2.1954. , 9. studenoga 1991. (KLASA: 612-03/91-02/02).  Izmjena statuta:  MK (Klasa: 612-03/07-01/0027  , 8.12.2008.), Grad (Klasa: 612-03/09-06/1 , 29.1.2009. , HNK (947/1 , 9.2.2009.),  MK (Klasa: 612-03/11-01/0045, 16. 3. 2011. ), Grad (Klasa: 021-05/11-01/142, 20.4. 2011.), HNK (1608/1-2011, 24. 2. 2011.).  Izmjena Statuta: HNK u Zagrebu (3099/1 od 24.4. 2012.: MK (612-03/11-01/0045), od 25.4. 2012., Grad Zagreb (021-05/12-01/250), od 26.4. 2012. ,  pročišćeni tekst Statuta HNK u Zagrebu (2595/1 od 20.3. 2014.).  MK (612-03/13-01/0078), od 10.1. 2014., Grad Zagreb (021-05/14-01/16), od 7. 2. 2014., MK (612-03/14-01/0211), od 20.10.2014., Statut: 3.9.2019.(suglasnost osnivača od 17.5.2019.).  ;
KAZ-277;Kazališna družina VEDRI I OBLAČI;098/903 8866;;vlatkavorkapic@gmail.com;Grad Zagreb;Grad Zagreb;Ulica Brune Bušića 26;Umjetnička organizacija;;Vlatka Vorkapić, Judita Franković Brdar;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija VEDRI I OBLAČI;Grad Zagreb;Grad Zagreb;Ulica Brune Bušića 26;;;vlatkavorkapic@gmail.com;Odluka;31.1.2024. 0:00:00;;31.1.2024. 0:00:00;616;5.2.2024. 0:00:00;Vlatka Vorkapić;KLASA: UP/I-611-09/24-01/0005;5.2.2024. 0:00:00;;Kazališna družina VEDRI I OBLAČI je posebna ustrojstvena jedinica u sklopu Umjetničke organizacije VEDRI I OBLAČI. Vlatka Vorkapić je ravnateljica Kazališne družine i odgovorna osoba Umjetničke organizacije.;
KAZ-212/1;Umjetnička organizacija Kazališna družina Teatar Mjesec;091/888 1649;;teatarmjesec@gmail.com;Grad Zagreb;Grad Zagreb;Smiljanska 3;Umjetnička organizacija;;Antonia Šašo Brkanić, Matija Major;Grad Zagreb;Grad Zagreb;;;;;;;;;;1.11.2018. 0:00:00;;1.11.2018. 0:00:00;466;27.11.2018. 0:00:00;Antonia Šašo Brkanić;KLASA: UP/I-612-01/18-01/0035;5.7.2021. 0:00:00;;Izmjene: adresa, prijenos osnivačkih prava, imenovanje ravnatelja i odgovorne osobe, izmjena Statuta (20.11. 2023.).;
KAZ-237;Umjetnička organizacija Kazališna družina Teatar Prima Vista         ;098/911 2504;;petravukelic.mail@gmail.com;Grad Zagreb;Grad Zagreb;Črnomerec 31a;Umjetnička organizacija;;Petra Vukelić, Iva Srnec Hamer;Grad Zagreb;Grad Zagreb;;;;;;;;;;4.3.2021. 0:00:00;;4.3.2021. 0:00:00;530;23.3.2021. 0:00:00;Petra Vukelić;KLASA: UP/I-612-01/21-01/0009;23.3.2021. 0:00:00;;;
KAZ-247;Kazališna družina PROSCENA          ;098/703929;;jdvrdoljak@studiomnc.hr;Grad Zagreb;Grad Zagreb;Ulica grada Vukovara 35a;Trgovačko društvo;;Jerko Domagoj Vrdoljak;Grad Zagreb;Grad Zagreb;Ulica grada Vukovara 35a;STUDIO M.N.C j.d.o.o.;Grad Zagreb;Grad Zagreb;Ulica grada Vukovara 35a;;;;Posl. br. OU-581/21;8.10.2021. 0:00:00;;;Tt-21/45423-2;11.10.2021. 0:00:00;dr. sc. Jelena Morana Ana Fundak;Odluka;12.10.2021. 0:00:00;;Kazališna družina PROSCENA posebna je ustrojstvena jedinica u sastavu trgovačkog društva STUDIO M.N.C. j.d.o.o.;
KAZ-248;Umjetnička organizacija Kazališna družina Drugi revolver    ;;;bbaletic@gmail.com;Grad Zagreb;Grad Zagreb;Davorina Bazjanca 29;Umjetnička organizacija;;Borna Baletić, Nataša Kopeč;Grad Zagreb;Grad Zagreb;;;;;;;;;Odluka;6.9.2021. 0:00:00;;6.9.2021. 0:00:00;551;23.9.2021. 0:00:00;Borna Baletić;KLASA: UP/I-612-01/21-01/0031;23.9.2021. 0:00:00;;;
KAZ-249;Kazališna družina RONDO     ;098/1634653;;ou.rondo@gmail.com;Grad Zagreb;Grad Zagreb;Ljudevita Jonkea 17;Umjetnička organizacija;;Romina Vitasović Lučić, Ivana Peroš;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija RONDO;Grad Zagreb;Grad Zagreb;Ljudevita Jonkea 17;098/1634653;;ou.rondo@gmail.com;;15.10.2021. 0:00:00;;15.10.2021. 0:00:00;557;22.11.2021. 0:00:00;Romina Vitasović Lučić;KLASA: UP/I-612-01/21-01/0039;22.10.2021. 0:00:00;;;
KAZ-013/11;GRADSKO KAZALIŠTE "TREŠNJA"                         ;01/ 36 38 010;01/ 36 38 380;tajnistvo@kazaliste-tresnja.hr;Grad Zagreb;Grad Zagreb;Mošćenička 1;Ustanova;www.kazaliste-tresnja.hr;Grad Zagreb;Grad Zagreb;Grad Zagreb;Trg Stjepana Radića 1;;;;;;;;Klasa: 612-03/92-01/95, Ur.broj: 251-11-04-92-2;8.4.1992. 0:00:00;Ur.broj: 197/07;27.2.2007. 0:00:00;Fi-3495/94;25.3.1994. 0:00:00;Višnja Babić;Klasa:UP/I-021-05/14-01/25, Urbroj: 251-01-05-14-1;24.4.2014. 0:00:00;Robert Kurbaša, VSS, dipl. glumac (22.12.2017.)  Olenka Gršković, VSS, dipl. ing. arhitekture (22.12.2017.)  dr.sc. Snježana Banović, dr. teatrologije, VSS, dipl. redateljica (22.12.2017.)  Ana Vučak Veljača, magistra glume (16. 3. 2018.)  Kristina Buriša, SSS (26.2.2021.);Izmjena: član Kazališnog vijeća.    Odluka o izmjenama i dopunama Statuta, od 13.11. 2013., Zaključak Gradske skupštine Grada Zagreba, Klasa: 025-05/13-01/551, 28.11. 2013.;
KAZ-240;Kazališna družina Kuća Nahero     ;091 591 9967;; uonahero@gmail.com;Grad Zagreb;Grad Zagreb;Ulica Mije Krešića 4;Umjetnička organizacija;;Rajna Racz, Marin Živković;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija Nahero;Grad Zagreb;Grad Zagreb;Ulica Mije Krešića 4;;;;;28.5.2021. 0:00:00;;28.5.2021. 0:00:00;523;12.7.2021. 0:00:00;Rajna Racz;KLASA: UP/I-612-01/21-01/0019;12.7.2021. 0:00:00;;;
KAZ-268;Kazališna družina Tesla teatar;0994058628;;serticfilip5@gmail.com;Grad Zagreb;Grad Zagreb;Ilica 176;Umjetnička organizacija;;Filip Sertić, Fabijan Pavao Medvešek;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija Tesla teatar;;;;;;;;5.7.2023. 0:00:00;;5.7.2023. 0:00:00;604;3.8.2023. 0:00:00;Filip Sertić;KLASA: UP/I--611/09/23-01/0015;3.8.2023. 0:00:00;Kazališna družina Tesla teatar je posebna ustrojstvena jedinica unutar Umjetničke organizacije Tesla teatar. ;;
KAZ-273;Kazališna družina Centimetar ostatka-mment;;;uo.comment@gmail.com;Grad Zagreb;Grad Zagreb;Ulica kneza Ljudevita Posavskog 36;Umjetnička organizacija;;Linda Tarnovski, Dora Pocedić;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija Centimetar ostatka-mment;Grad Zagreb;Grad Zagreb;Ulica kneza Ljudevita Posavskog 36;;;uo.comment@gmail.com;1;17.10.2023. 0:00:00;;17.10.2023. 0:00:00;610;8.11.2023. 0:00:00;Linda Tarnovski;KLASA: UP/I-611-09/23-01/0027;8.11.2023. 0:00:00;;Kazališna družina Centimetar ostatka-mment je posebna ustrojstvena jedinica u sastavu Umjetničke organizacije Centimetar ostatka-mment.  Linda Tarnovski je ravnateljica Kazališne družine i odgovorna osoba Umjetničke organizacije.;
KAZ-274;Kazališna družina KATANA;098/468548;;katanawired@gmail.com;Grad Zagreb;Grad Zagreb;Gradišćanska 28;Umjetnička organizacija;;Petra Glad Mažar, Petra Valentić;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija KATANA;Grad Zagreb;Grad Zagreb;Gradišćanska 28;098/468548;;lkatanawired@gmail.com;;14.9.2022. 0:00:00;;14.9.2022. 0:00:00;585;10.10.2022. 0:00:00;Petra Valentić;KLASA: UP/I-611-09/22-01/0032;10.10.2022. 0:00:00;;Kazališna družina KATANA je posebna ustrojstvena jedinica u sastavu Umjetničke organizacije KATANA. Ravnateljica Kazališne družine i odgovorna osoba Umjetničke organizacije je Petra Valentić.;
KAZ-275/1;Kazališna družina MARMOT i prijatelji;;;irma.omerzo@gmail.com;Grad Zagreb;Grad Zagreb;Trg Ivana Mažuranića 7;Umjetnička organizacija;;Irma Omerzo, Jasenko Rasol;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija Mala autorska radionica Međuodnosa Objektiva i Tijela (skraćeno MARMOT);Grad Zagreb;Grad Zagreb;Trg Ivana Mažuranića 7;;;irma.omerzo@gmail.com;;8.12.2023. 0:00:00;;8.12.2023. 0:00:00;108;12.12.2023. 0:00:00;Irma Omerzo;KLASA: UP/I-612-01/01-01-31;12.12.2023. 0:00:00;;Kazališna družina MARMOT i prijatelji je posebna ustrojstvena jedinica u sastavu Umjetničke organizacije MARMOT. Ravnateljica Kazališne družine te odgovorna osoba i umjetnička voditeljica Umjetničke organizacije je Irma Omerzo.;
KAZ-276;Kazališna družina Škvadra;;;;Grad Zagreb;Grad Zagreb;Kučerina ulica 62;Umjetnička organizacija;;Una Štalcar-Furač, Ema Kani;Grad Zagreb;Grad Zagreb;;Umjetnička organizacija Škvadra;Grad Zagreb;Grad Zagreb;Kučerina ulica 62;;;;;12.12.2023. 0:00:00;;12.12.2023. 0:00:00;467;15.12.2023. 0:00:00;Una Štalcar-Furač;KLASA: UP/I-612-01/18-01/0033;15.12.2023. 0:00:00;;Kazališna družina Škvadra je posebna ustrojstvena jedinica u sklopu Umjetničke organizacije Škvadra. Una Štalcar-Furač je umjetnička voditeljica Umjetničke organizacije i ravnateljica Kazališne družine.;
